name_hotel,address,latitude,longitude,avg_rating,state_name,city_name,cat_name,sentimiento,url
Carpenter Station,"CARPENTER STATION, 202 MAIN ST, EUREKA, UT 84628",39.9550735,-112.1190379,5.0,Utah,Eureka,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x874d11221abf16c1:0x7aaabd844a1d6e58?authuser=-1&hl=en&gl=us
Blue Horizon Cabin,"BLUE HORIZON CABIN, 141 SKY LINE DR, CHERRY LOG, GA 30522",34.7417368,-84.2550294,4.5,Georgia,Cherry Log,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885f0abbc576efcd:0xc47f3db0a84cfe45?authuser=-1&hl=en&gl=us
Emerald Ridge Sub Division,"EMERALD RIDGE SUB DIVISION, 1001 SAPPHIRE ST, CALERA, AL 35040",33.115723,-86.7648619,4.0,Alabama,Calera,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88892dc32d67742d:0x91dc8f0e85b37f5e?authuser=-1&hl=en&gl=us
Vicksburg Battlefield Inn,"VICKSBURG BATTLEFIELD INN, 4137 N FRONTAGE RD, VICKSBURG, MS 39183",32.3459305,-90.844805,3.2,Mississippi,Vicksburg,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8628e1e78d2a1cc9:0xe221d4295b351b88?authuser=-1&hl=en&gl=us
Upper North East Side,"UPPER NORTH EAST SIDE, 85TH ST W, MOJAVE, CA 93501",34.9445419,-118.2796163,4.8,California,Mojave,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c23d69c5396229:0x761b19097fb4ceaf?authuser=-1&hl=en&gl=us
"Village Green, Unit 14J","VILLAGE GREEN, UNIT 14J, 1003 CAPE COD RD, STOWE, VT 05672",44.475198,-72.707342,5.0,Vermont,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4cb596e9a9182231:0xff64e6eadf4362c1?authuser=-1&hl=en&gl=us
Fist Inc,"FIST INC, 680 S GENESEE ST, WAUKEGAN, IL 60085",42.3466344,-87.8323722,4.6,Illinois,Waukegan,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x880fed16e3221fe3:0xf14a136dd83bb259?authuser=-1&hl=en&gl=us
Emerald City Suites,"EMERALD CITY SUITES, 2415 2ND AVE, SEATTLE, WA 98121",47.6149908,-122.3476081,5.0,Washington,Seattle,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5490154e7c41474f:0xf1e2d92cc31e5abb?authuser=-1&hl=en&gl=us
Daytona Beach Oceanside Inn,"DAYTONA BEACH OCEANSIDE INN, 1801 W INTERNATIONAL SPEEDWAY BLVD, DAYTONA BEACH, FL 32114",29.19948,-80.99375909999999,4.4,Florida,Daytona Beach,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d9341a9a1edd:0x128274d78488c1f8?authuser=-1&hl=en&gl=us
Brownies Cabins,"BROWNIES CABINS, WELLFLEET, MA 02667",41.919874,-70.0065427,5.0,Massachusetts,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89fb6721d867ed31:0x4a011977aa8300ba?authuser=-1&hl=en&gl=us
Phoenix Nest B&B,"PHOENIX NEST B&B, 158 BEEBE FARMS RD, COVENTRY, CT 06238",41.7701061,-72.3323156,4.8,Connecticut,Coventry,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e65fd89275532d:0x793daec378b3749c?authuser=-1&hl=en&gl=us
The Rose Cottage in De Bruce,"THE ROSE COTTAGE IN DE BRUCE, 4 GOFF RD, LIVINGSTON MANOR, NY 12758",41.9140975,-74.72721899999999,5.0,New York,Livingston Manor,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89dc97fd8935dd97:0x80860aef765fe4b4?authuser=-1&hl=en&gl=us
Swiss Cottage,"SWISS COTTAGE, 12 GOFF RD, LIVINGSTON MANOR, NY 12758",41.9143224,-74.7280139,5.0,New York,Livingston Manor,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89dc971e2028ff63:0x2f72257d17f5bd15?authuser=-1&hl=en&gl=us
Possum Lodge Cabins,"POSSUM LODGE CABINS, 76405 MCELHANEY RD, FREEPORT, OH 43973",40.2066589,-81.215583,4.8,Ohio,Freeport,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88365c3101c5ceff:0x2573c6a0dc1a706a?authuser=-1&hl=en&gl=us
The Cedars Resort,"THE CEDARS RESORT, 7616 PARADISE TRAIL, CARP LAKE, MI 49718",45.6969307,-84.7594567,5.0,Michigan,Carp Lake,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d35899ac0183ff9:0x6754d97bf46b1099?authuser=-1&hl=en&gl=us
Camp Geronimo Site 7,"CAMP GERONIMO SITE 7, PAYSON, AZ 85541",34.4077071,-111.3769034,4.5,Arizona,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x872c3c1c4ab16c33:0xcabd08445f9fd161?authuser=-1&hl=en&gl=us
Lozeau Lodge,"LOZEAU LODGE, 31 WESTFALL RD, SUPERIOR, MT 59872",47.1112556,-114.7843781,4.7,Montana,Superior,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x535e0556f5e472fd:0xea99dee39511b6ad?authuser=-1&hl=en&gl=us
Retreat,"RETREAT, 5099 LEE POINT, TERRELL, NC 28682",35.5541012,-80.9605114,3.8,North Carolina,Terrell,Hotel,-1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8856ad3e1ddf555d:0x1c82777f14b09357?authuser=-1&hl=en&gl=us
Atlanta Banquet Hall,"ATLANTA BANQUET HALL, 1300 PEACHTREE INDUSTRIAL BLVD, SUWANEE, GA 30024",34.042086999999995,-84.095934,4.7,Georgia,Suwanee,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f59771d03019fd:0x299abf5c4689e56b?authuser=-1&hl=en&gl=us
Fairfield Inn & Suites by Marriott Lewisburg,"FAIRFIELD INN & SUITES BY MARRIOTT LEWISBURG, 70 HARDWOOD DR, LEWISBURG, PA 17837",40.9628255,-76.89767479999999,4.7,Pennsylvania,Lewisburg,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89cf13db9b838f71:0xae0f579091e71c86?authuser=-1&hl=en&gl=us
Rush Park Tavern,"RUSH PARK TAVERN, 1824 1ST ST W, INDEPENDENCE, IA 50644",42.4686044,-91.9181253,4.4,Iowa,Independence,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87e52c0f00c09657:0x2fb5ec74923176ce?authuser=-1&hl=en&gl=us
"East Bay Cabins, LLC","EAST BAY CABINS, LLC, 1615 BIRCHWOOD DR, ST GERMAIN, WI 54558",45.927615,-89.422994,5.0,Wisconsin,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d55ca5bde7f1e9d:0x92780db3e914b461?authuser=-1&hl=en&gl=us
Pinnacle Inn Motel,"PINNACLE INN MOTEL, 84368 TRONA RD, TRONA, CA 93562",35.7859539,-117.3627646,2.6,California,Trona,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c139fdec1f3399:0x87d535e115bb6912?authuser=-1&hl=en&gl=us
Quality Inn Parkway,"QUALITY INN PARKWAY, 2162 PARKWAY, PIGEON FORGE, TN 37863",35.818617,-83.578694,3.6,Tennessee,Pigeon Forge,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bff45a4d76a1b:0x35d5c12df68ce026?authuser=-1&hl=en&gl=us
The Lake Flower Inn,"THE LAKE FLOWER INN, 234 LAKE FLOWER AVE, SARANAC LAKE, NY 12983",44.322557,-74.1230717,4.3,New York,Saranac Lake,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4ccb1b241512f167:0x1ab13a7455c42308?authuser=-1&hl=en&gl=us
Naytura Haus,"NAYTURA HAUS, 1319 175TH LANE, LONG BEACH, WA 98631",46.4292049,-124.0515709,5.0,Washington,Long Beach,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54930c3d74798167:0x326a0072e8811e10?authuser=-1&hl=en&gl=us
Captain Bennis House,"CAPTAIN BENNIS HOUSE, 1960 US HWY 1, SULLIVAN, ME 04664",44.5233299,-68.2099755,5.0,Maine,Sullivan,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4caee844994234e9:0x1ae4e3fef87cd2b2?authuser=-1&hl=en&gl=us
Niagara Shores Campground and Conference Center,"NIAGARA SHORES CAMPGROUND AND CONFERENCE CENTER, 6419 LAKE ROAD 18, APPLETON, NY 14008",43.3429024,-78.6801596,4.8,New York,Appleton,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d486fb46b35e0f:0xf89fc350fa1c93f0?authuser=-1&hl=en&gl=us
The Luxury Log House,"THE LUXURY LOG HOUSE, 145 PINE LN, LANESVILLE, NY 12450",42.210297,-74.224931,4.5,New York,Lanesville,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89dc53af65a602b5:0x10190ffe79346777?authuser=-1&hl=en&gl=us
Natural Springs Resort,"NATURAL SPRINGS RESORT, 500 S WASHINGTON ST, NEW PARIS, OH 45347",39.852526,-84.79279939999999,4.3,Ohio,New Paris,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x884007ed1712bf37:0x10015fb7ab82ad7e?authuser=-1&hl=en&gl=us
Casa de Javier Bermúdez,"CASA DE JAVIER BERMÚDEZ, 4704 GREYCLIFF PRAIRIE DR, KISSIMMEE, FL 34758",28.2136904,-81.47177429999999,5.0,Florida,Kissimmee,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd9d636779ef57:0x136e9ac005739635?authuser=-1&hl=en&gl=us
UAW Black Lake,"UAW BLACK LAKE, 2000 MAXON RD, ONAWAY, MI 49765",45.413017,-84.269035,4.8,Michigan,Onaway,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d3506e6ef967d3f:0x55de2f7feb564b?authuser=-1&hl=en&gl=us
Oceanfront Resorts & Beachside Condo Rentals,"OCEANFRONT RESORTS & BEACHSIDE CONDO RENTALS, 21908 FRONT BEACH RD, PANAMA CITY BEACH, FL 32413",30.2553196,-85.95883099999999,4.5,Florida,Panama City Beach,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8833b69c357ac66f:0xec661f639c5931e1?authuser=-1&hl=en&gl=us
Red Bridge Retreat B & B,"RED BRIDGE RETREAT B & B, 212 MURRAY ST, GOSHEN, IN 46526",41.572295,-85.83316119999999,4.7,Indiana,Goshen,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8816ec669e4c76a5:0xe4a9603ec6186a61?authuser=-1&hl=en&gl=us
The INN at Willow Pond,"THE INN AT WILLOW POND, 74 WILLOW POND RD, MANCHESTER CENTER, VT 05255",43.2071638,-73.0243859,3.3,Vermont,Manchester Center,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e05c2451c4878b:0x2d4580728dbf7a15?authuser=-1&hl=en&gl=us
Valhalla Mountain Farm LLC,"VALHALLA MOUNTAIN FARM LLC, 143 HATTON FERRY RD, SCOTTSVILLE, VA 24590",37.7537345,-78.5156631,5.0,Virginia,Scottsville,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89b3a3d0830dfdaf:0x3116aee54edc441?authuser=-1&hl=en&gl=us
Catbird Hotel,"CATBIRD HOTEL, 3770 WALNUT ST, DENVER, CO 80205",39.7697104,-104.9723365,3.4,Colorado,Denver,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c7913a51081e3:0x8b0f57107e2473d6?authuser=-1&hl=en&gl=us
Gavins Celebration For Krewe Déjà Vu Du Monde Civic Center,"GAVINS CELEBRATION FOR KREWE DÉJÀ VU DU MONDE CIVIC CENTER, 722 PUJO ST, LAKE CHARLES, LA 70601",30.2266728,-93.2108711,5.0,Louisiana,Lake Charles,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x863b843100db9f63:0xfed372bc4a0a1182?authuser=-1&hl=en&gl=us
A Plus Accommodations,"A PLUS ACCOMMODATIONS, 721 GOV MORRISON ST, CHARLOTTE, NC 28211",35.157112999999995,-80.824607,4.0,North Carolina,Charlotte,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88569e3c79905843:0x8ecd15ae7fb08ef2?authuser=-1&hl=en&gl=us
Snowhaven Ski & Tubing Area,"SNOWHAVEN SKI & TUBING AREA, 225 W NORTH ST, GRANGEVILLE, ID 83530",45.867481,-116.089268,4.6,Idaho,Grangeville,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54a0c1787ccfcc6b:0x6497e78192d0e7d4?authuser=-1&hl=en&gl=us
Thunderbird Motel,"THUNDERBIRD MOTEL, 835 TUNNEL RD, ASHEVILLE, NC 28805",35.5863909,-82.5053829,3.0,North Carolina,Asheville,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8859f38fb1ee70c9:0xafb23ad70f166aae?authuser=-1&hl=en&gl=us
Yellow Rose Ranch,"YELLOW ROSE RANCH, 294 DEER RD, TARPLEY, TX 78883",29.6899322,-99.3566973,4.6,Texas,Tarpley,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865eae2d64814249:0x7560b05abfc919c1?authuser=-1&hl=en&gl=us
Boxcar Willie Inn,"BOXCAR WILLIE INN, 360 SCHAEFER DR, BRANSON, MO 65616",36.640984,-93.290722,3.2,Missouri,Branson,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87cf1c850932678d:0x6e99f796d11d4950?authuser=-1&hl=en&gl=us
Coastal Hotels,"COASTAL HOTELS, 18525 36TH AVE S, SEATTLE, WA 98188",47.4373133,-122.2876607,4.3,Washington,Seattle,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54905ca6a91c483b:0x41c5e23580f8cd39?authuser=-1&hl=en&gl=us
Hill Top Bed And Breakfast,"HILL TOP BED AND BREAKFAST, 123 DAVY RD, FORT PLAIN, NY 13339",42.9910876,-74.7502848,3.0,New York,Fort Plain,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89deba26c3815eb7:0x2c206dc2bb7928d9?authuser=-1&hl=en&gl=us
Brazilia apartments,"BRAZILIA APARTMENTS, 1135 CORUMBA WALK APT C, ST. LOUIS, MO 63129",38.5009952,-90.3268529,2.5,Missouri,St. Louis,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87d8c9718309ff83:0xfd9b22c2101121fb?authuser=-1&hl=en&gl=us
Dolphin Inn,"DOLPHIN INN, 2902 S ATLANTIC AVE, COCOA BEACH, FL 32931",28.278465,-80.60764809999999,4.0,Florida,Cocoa Beach,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de1c94d8f2b901:0xee2addc095fa54b2?authuser=-1&hl=en&gl=us
Mt. Shasta Nordic Center,"MT. SHASTA NORDIC CENTER, FOREST RTE 31, MT SHASTA, CA 96067",41.3077916,-122.2125268,4.8,California,Mt Shasta,Resort,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54cddd72eb3ceeef:0xae13d6b365f58ba2?authuser=-1&hl=en&gl=us
Historic Stockholm Hotel,"HISTORIC STOCKHOLM HOTEL, W12084 WI-35, STOCKHOLM, WI 54769",44.4824485,-92.2605778,4.0,Wisconsin,Stockholm,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f83107b2cd4b69:0x54c5f082dceec86b?authuser=-1&hl=en&gl=us
Budget Inn,"BUDGET INN, 800 TN-3, DYERSBURG, TN 38024",36.0172206,-89.4011932,3.3,Tennessee,Dyersburg,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8878d61c282669b3:0x567c3293a4ed6fb0?authuser=-1&hl=en&gl=us
Wilderness Lane Cabin,"WILDERNESS LANE CABIN, 16 WILDERNESS LANE, SPENCER, TN 38585",35.7077127,-85.3719812,5.0,Tennessee,Spencer,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8860cfccfdf0283b:0x74da1095351247?authuser=-1&hl=en&gl=us
The Grainery,"THE GRAINERY, 1969 500TH ST, CHEROKEE, IA 51012",42.7937812,-95.4932785,4.7,Iowa,Cherokee,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x878d12911279cfaf:0x2f3eea59f4f03c8f?authuser=-1&hl=en&gl=us
Northcote Cottages,"NORTHCOTE COTTAGES, 7701 ELM POINT RD, BAILEYS HARBOR, WI 54202",45.0453831,-87.1572925,4.5,Wisconsin,Baileys Harbor,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d4d36991ce4b905:0x4462a79eb59a7966?authuser=-1&hl=en&gl=us
Plaza Hotel,"PLAZA HOTEL, SAN JOSE, CA 95113",37.3328653,-121.8924141,5.0,California,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fcca4857141bb:0x8ee693ff85b84051?authuser=-1&hl=en&gl=us
Shady Oaks RV Park,"SHADY OAKS RV PARK, 25065 US-281, SAN ANTONIO, TX 78264",29.15345,-98.484184,3.8,Texas,San Antonio,Hotel,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865cffff432c343d:0x581905d7ba87d2e2?authuser=-1&hl=en&gl=us
"The Organizer Fiduciary Services, P..O...S.Place Inc.","THE ORGANIZER FIDUCIARY SERVICES, P..O...S.PLACE INC., 300 CARLSBAD VILLAGE DR, CARLSBAD, CA 92008",33.160035,-117.3520732,2.8,California,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc720fdc5a3841:0x5621cf928dbc581c?authuser=-1&hl=en&gl=us
Stonewall Prairie Condominiums,"STONEWALL PRAIRIE CONDOMINIUMS, W197N16925 STONEWALL DR, JACKSON, WI 53037",43.3260549,-88.15359049999999,3.5,Wisconsin,Jackson,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8804f7179e85a423:0x88ccdac4116c67b8?authuser=-1&hl=en&gl=us
The Traveler's Tiny Cabin,"THE TRAVELER'S TINY CABIN, 554 BLUE RIBBON RD, ST JOE, AR 72675",35.9683379,-92.7382888,5.0,Arkansas,St Joe,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87ce0bdb87679e9d:0xff2f4e59373adaa8?authuser=-1&hl=en&gl=us
Courtyard by Marriott Clearwater Beach Marina,"COURTYARD BY MARRIOTT CLEARWATER BEACH MARINA, 455 E SHORE DR, CLEARWATER BEACH, FL 33767",27.980224,-82.8253249,4.5,Florida,Clearwater Beach,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2f720b0bec3ab:0x1de29e88709abd3d?authuser=-1&hl=en&gl=us
Snowline Cabin #48 - A Classic Family Cabin With an Outdoor Hot Tub!,"SNOWLINE CABIN #48 - A CLASSIC FAMILY CABIN WITH AN OUTDOOR HOT TUB!, 7039 AUSTIN PASS RD, DEMING, WA 98244",48.894672,-121.919703,4.0,Washington,Deming,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x548456d4d3775e2d:0x303898a8486a0dcf?authuser=-1&hl=en&gl=us
Cherokee Mountains,"CHEROKEE MOUNTAINS, CHEROKEE, NC 28719",35.4770574,-83.3205859,4.5,North Carolina,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885943c3ddb9de15:0x99f9065ed685221c?authuser=-1&hl=en&gl=us
Life is Better at the Lake House,"LIFE IS BETTER AT THE LAKE HOUSE, 26 CROMARTY LN, BELLA VISTA, AR 72715",36.478789,-94.3260729,4.5,Arkansas,Bella Vista,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87c9014e47795113:0x2bb185d0d5c4e18e?authuser=-1&hl=en&gl=us
Riverside RV Resort,"RIVERSIDE RV RESORT, ARCADIA, FL 34269",27.0792916,-82.01255789999999,4.3,Florida,,Resort,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dca5fc6ae4cf3b:0x3a10da840fd69425?authuser=-1&hl=en&gl=us
Foster's Alaska Cabins,"FOSTER'S ALASKA CABINS, KENAI, AK 99611",60.5453736,-151.1494806,4.9,Alaska,,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x56c664a206912b9d:0x1a42fc77de603b22?authuser=-1&hl=en&gl=us
Jason's House,"JASON'S HOUSE, 40462 FOSTER AVE, SOLDOTNA, AK 99669",60.488771,-150.9521231,4.5,Alaska,Soldotna,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x56c660d3752a21df:0xb09395c8866ad60f?authuser=-1&hl=en&gl=us
Vacation Internationale,"VACATION INTERNATIONALE, 256 E OLIVE ST # B, NEWPORT, OR 97365",44.6360286,-124.0499675,4.2,Oregon,Newport,Lodge,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x54c1d6355087c8f9:0x61d14bb2218cc746?authuser=-1&hl=en&gl=us
Wispering Creek,"WISPERING CREEK, 1412 N SCHOOL HOUSE GAP RD, SEVIERVILLE, TN 37876",35.7580501,-83.47827579999999,4.0,Tennessee,Sevierville,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bfd9650b578af:0x261618007579712c?authuser=-1&hl=en&gl=us
Northern Inn,"NORTHERN INN, NORTHERN RD, APPLETON, WI 54914",44.2354953,-88.4644222,1.0,Wisconsin,Appleton,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8803b7f5e00f829d:0xe4726908b5bbf4dc?authuser=-1&hl=en&gl=us
Surf Inn,"SURF INN, 3619 S EL CAMINO REAL, SAN CLEMENTE, CA 92672",33.3996958,-117.5945876,3.6,California,San Clemente,Inn,1,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcf500f233cccb:0xe12a905dac8ce56d?authuser=-1&hl=en&gl=us
Beary Cozy Cabin,"BEARY COZY CABIN, 353 FLOWING SPRINGS DR, MURPHY, NC 28906",35.0977116,-84.209087,4.9,North Carolina,Murphy,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885efe3f9af606b3:0xcff088d37b9a91a8?authuser=-1&hl=en&gl=us
Indian Springs Casino,"INDIAN SPRINGS CASINO, 372 TONOPAH HWY, INDIAN SPRINGS, NV 89018",36.5787779,-115.66703,4.3,Nevada,Indian Springs,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c7d7e09e4058f3:0xa5faa3c4d38741da?authuser=-1&hl=en&gl=us
Hev Southtech Ltd,"HEV SOUTHTECH LTD, 6380 S BOSTON ST, GREENWOOD VILLAGE, CO 80111",39.60103,-104.8804388,5.0,Colorado,Greenwood Village,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c866554db965d:0xcef4b2b4f4c09379?authuser=-1&hl=en&gl=us
The INN hotel,"THE INN HOTEL, 26667 E HIGHLAND AVE, HIGHLAND, CA 92346",34.1353507,-117.2223197,3.2,California,Highland,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c355aa8c864407:0x3a7145e35df02090?authuser=-1&hl=en&gl=us
PATCHOGUE VILLAGE,"PATCHOGUE VILLAGE, PATCHOGUE, NY 11772",40.7657446,-73.0126727,5.0,New York,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e8498b2e24951b:0xdb134e199721e158?authuser=-1&hl=en&gl=us
Big Billies Apartments,"BIG BILLIES APARTMENTS, 330 ADAMS RANCH RD, MOUNTAIN VILLAGE, CO 81435",37.9395523,-107.8573913,4.3,Colorado,Mountain Village,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x873ed958437895b7:0xb0316bb83d5d5d59?authuser=-1&hl=en&gl=us
Andy Bassich Homestead,"ANDY BASSICH HOMESTEAD, EAGLE, AK 99738",64.8948801,-141.199028,4.9,Alaska,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x5137db6957b196c5:0x3dcf787647958187?authuser=-1&hl=en&gl=us
"Smoky Mountain Lodging, LLC","SMOKY MOUNTAIN LODGING, LLC, 640 WEARS VALLEY RD, PIGEON FORGE, TN 37863",35.7966521,-83.5911069,3.4,Tennessee,,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x885bff7d74811741:0xbb71a71da80094b6?authuser=-1&hl=en&gl=us
Blueview Golf Villas LLC,"BLUEVIEW GOLF VILLAS LLC, 5300 NW 87TH AVE, DORAL, FL 33178",25.8206872,-80.3381556,5.0,Florida,Doral,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bbdc99f08e09:0x55e36a935e20d388?authuser=-1&hl=en&gl=us
Residence inn,"RESIDENCE INN, 4850 LEETSDALE DR, GLENDALE, CO 80246",39.708101,-104.930903,1.0,Colorado,Glendale,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x876c7d804e9554d1:0x34bd667d45aa9b57?authuser=-1&hl=en&gl=us
Ansley park,"ANSLEY PARK, 7070 ANSLEY PARK WAY, CUMMING, GA 30028",34.276931999999995,-84.23539199999999,5.0,Georgia,Cumming,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88f5839e43986e4d:0x6c1262955fe6181c?authuser=-1&hl=en&gl=us
Fossil Knob Ridge Vacation Rentals,"FOSSIL KNOB RIDGE VACATION RENTALS, 100 FOSSIL KNOB ROAD, TERLINGUA, TX 79852",29.327078,-103.6296476,5.0,Texas,Terlingua,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x86edf92c758a28e1:0xdbac8411b6fc46e0?authuser=-1&hl=en&gl=us
The Hideaway at Buck Ridge,"THE HIDEAWAY AT BUCK RIDGE, 2505 GOSHEN RUN RD, CHESTERHILL, OH 43728",39.5201365,-81.8816142,5.0,Ohio,Chesterhill,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8848172d6026f1df:0x56af95a7010c5a25?authuser=-1&hl=en&gl=us
Periwinkle Properties,"PERIWINKLE PROPERTIES, 6A KENDALL RD, YORK, ME 03909",43.1724577,-70.59927809999999,4.7,Maine,York,Hotel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e2b018cafd283b:0x70657eb9b9c87af8?authuser=-1&hl=en&gl=us
Amherst Inn Bed and Breakfast,"AMHERST INN BED AND BREAKFAST, 303 S MAIN ST, AMHERST, WI 54406",44.448936,-89.286362,5.0,Wisconsin,Amherst,Inn,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8801a91dd8e94e4d:0xf9d2c808dd0dac8b?authuser=-1&hl=en&gl=us
Half Moon Home,"HALF MOON HOME, 9115 HALF MOON LN, INDIANAPOLIS, IN 46278",39.8865952,-86.3252967,3.0,Indiana,Indianapolis,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x886cab8f7b68f8e7:0x9275b0f1c05d1cda?authuser=-1&hl=en&gl=us
Motel Owatonna,"MOTEL OWATONNA, 245 FLORENCE AVE, OWATONNA, MN 55060",44.085678,-93.241803,4.5,Minnesota,Owatonna,Motel,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f6e7cb9058d3e5:0x3a3f341f74a08f99?authuser=-1&hl=en&gl=us
Phoenix Nest Guest Houses -Birmingham House,"PHOENIX NEST GUEST HOUSES -BIRMINGHAM HOUSE, 804 BIRMINGHAM AVE, LLANO, TX 78643",30.758888,-98.678002,5.0,Texas,Llano,Lodge,0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x865a4fc6c0ca6f51:0x914e5b67e51ed2c7?authuser=-1&hl=en&gl=us
